ConferenceLocation,Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,TTCI,EE,TTPEC,INF,NCR,BE,SS,HH,HRLM,ICTR,PTT,IO,PC,ES,ATI,GPI,TSI,NR,CRBT
"Fira, Aegean, Greece",Greece,10712.0,9782.0,10588.0,11364.0,12606.0,13567.0,14678.0,14918.0,14785.0,14268.0,15938.0,17284.0,,,,,,,20112.0,24272.0,26114.0,28071.0,30161.0,33072.0,34005.0,7406.0,4.5,5.2,4.8,4.8,3.4,3.9,5.6,6.5,4.7,5.2,5.6,4.1,4.9,4.5,4.8,3.8,5.8,3.5,3.3
"Quzhou, Hebei, China",China,46387.0,51128.0,57588.0,63478.0,72796.0,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,30402.0,4.9,5.2,4.3,3.9,6.1,4.7,5.6,5.6,5.2,5.0,4.8,3.1,5.7,3.8,4.3,3.9,3.5,5.1,7.0
"Antigua Guatemala, Sacatepéquez, Guatemala",Guatemala,563.0,520.0,576.0,636.0,823.0,826.0,835.0,884.0,880.0,1182.0,1316.0,1502.0,1628.0,1715.0,1311.0,1384.0,1434.0,1491.0,1516.0,1739.0,1865.0,1906.0,2120.0,2406.0,2560.0,594.0,3.4,4.1,4.5,2.7,2.2,4.2,4.0,4.5,3.9,4.0,4.5,3.9,5.7,3.9,1.8,2.4,3.8,3.0,1.5
"New South Wales, Australia",Australia,3726.0,4165.0,4318.0,4167.0,4459.0,4931.0,4856.0,4841.0,4746.0,5215.0,5499.0,5532.0,5644.0,5586.0,5490.0,5790.0,5771.0,6032.0,6482.0,6922.0,7449.0,8269.0,8815.0,9246.0,9466.0,1828.0,5.1,5.7,4.7,5.2,4.9,5.1,6.1,6.2,5.1,5.8,5.3,4.9,4.4,4.4,6.0,3.6,6.1,5.5,4.4
"Mainz, Rhineland-Palatinate, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Fiesole, Tuscany, Italy",Italy,55706.0,59805.0,57998.0,58499.0,59521.0,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,5.1,5.2,4.4,5.0,5.7,4.0,5.5,6.3,4.6,5.5,4.8,4.1,4.4,4.3,4.4,4.7,6.0,4.9,6.5
"Offenburg, Baden-Württemberg, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Cantabria, Spain",Spain,52460.0,55077.0,62415.0,68068.0,72040.0,74580.0,75564.0,79313.0,82326.0,85981.0,92563.0,96152.0,98907.0,97670.0,91899.0,93744.0,99187.0,98128.0,103231.0,107144.0,109834.0,115561.0,121717.0,124456.0,126170.0,36410.0,5.4,5.5,4.9,5.6,5.7,4.5,6.1,6.2,4.9,5.8,5.9,3.9,5.0,4.7,5.0,5.2,6.6,4.8,6.7
"Xining, Qinghai, China",China,46387.0,51128.0,57588.0,63478.0,72796.0,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,30402.0,4.9,5.2,4.3,3.9,6.1,4.7,5.6,5.6,5.2,5.0,4.8,3.1,5.7,3.8,4.3,3.9,3.5,5.1,7.0
"Shuyuanjie, Sichuan, China",China,46387.0,51128.0,57588.0,63478.0,72796.0,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,30402.0,4.9,5.2,4.3,3.9,6.1,4.7,5.6,5.6,5.2,5.0,4.8,3.1,5.7,3.8,4.3,3.9,3.5,5.1,7.0
"Bernalda, Basilicata, Italy",Italy,55706.0,59805.0,57998.0,58499.0,59521.0,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,5.1,5.2,4.4,5.0,5.7,4.0,5.5,6.3,4.6,5.5,4.8,4.1,4.4,4.3,4.4,4.7,6.0,4.9,6.5
"Voronezh, Voronezh Oblast, Russia",Russia,10290.0,16208.0,17463.0,16188.0,18820.0,21169.0,21595.0,23309.0,22521.0,22064.0,22201.0,22486.0,22909.0,23676.0,21339.0,22281.0,24932.0,28177.0,30792.0,32421.0,33729.0,24571.0,24390.0,24551.0,24419.0,6359.0,4.3,5.3,4.2,4.0,3.8,4.3,5.1,6.7,5.0,5.3,4.4,2.2,5.8,4.2,4.6,3.3,4.1,3.8,3.7
"Fuyang City, Anhui, China",China,46387.0,51128.0,57588.0,63478.0,72796.0,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,30402.0,4.9,5.2,4.3,3.9,6.1,4.7,5.6,5.6,5.2,5.0,4.8,3.1,5.7,3.8,4.3,3.9,3.5,5.1,7.0
"Ube, Japan",Japan,3345.0,3837.0,4218.0,4106.0,4438.0,4757.0,4772.0,5239.0,5212.0,6138.0,6728.0,7334.0,8347.0,8351.0,6790.0,8611.0,6219.0,8358.0,10364.0,13413.0,19737.0,24039.0,28691.0,31191.0,31881.0,4115.8,5.4,5.9,4.8,5.5,5.3,5.4,6.2,6.4,5.3,6.2,5.3,4.6,4.8,4.4,4.8,6.0,5.7,4.1,6.5
"Netanya, Center District, Israel",Israel,2530.0,2360.0,2295.0,2200.0,2566.0,2672.0,1219.0,862.1,,1505.8,1916.0,1834.0,2294.0,3034.0,2740.0,3444.0,3362.0,3520.0,3540.0,3251.0,3109.0,3070.0,3863.0,4389.0,4905.0,887.0,4.0,5.6,3.9,4.5,2.0,5.1,5.5,6.0,5.3,5.9,5.0,2.5,3.6,4.3,3.6,4.4,5.4,2.3,1.7
"Quincy, Massachusetts, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Δήμος Αλμωπίας, Macedonia and Thrace, Greece",Greece,10712.0,9782.0,10588.0,11364.0,12606.0,13567.0,14678.0,14918.0,14785.0,14268.0,15938.0,17284.0,,,,,,,20112.0,24272.0,26114.0,28071.0,30161.0,33072.0,34005.0,7406.0,4.5,5.2,4.8,4.8,3.4,3.9,5.6,6.5,4.7,5.2,5.6,4.1,4.9,4.5,4.8,3.8,5.8,3.5,3.3
"Bremerhaven, Free Hanseatic City of Bremen, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Aulendorf, Baden-Württemberg, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Antimachia, Aegean, Greece",Greece,10712.0,9782.0,10588.0,11364.0,12606.0,13567.0,14678.0,14918.0,14785.0,14268.0,15938.0,17284.0,,,,,,,20112.0,24272.0,26114.0,28071.0,30161.0,33072.0,34005.0,7406.0,4.5,5.2,4.8,4.8,3.4,3.9,5.6,6.5,4.7,5.2,5.6,4.1,4.9,4.5,4.8,3.8,5.8,3.5,3.3
"Việt Trì, Phu Tho Province, Vietnam",Vietnam,1351.0,1607.0,1716.0,1520.0,1782.0,2140.0,2330.0,2628.0,2429.0,2928.0,3477.0,3583.0,4229.0,4236.0,3747.0,5050.0,6014.0,6848.0,7572.0,7874.0,7944.0,10013.0,12922.0,15498.0,18009.0,3687.0,3.9,4.8,4.4,3.1,3.4,4.4,5.6,5.0,4.8,4.3,4.1,3.7,5.9,3.8,3.4,3.0,2.8,3.8,2.9
"Kien Giang Province, Vietnam",Vietnam,1351.0,1607.0,1716.0,1520.0,1782.0,2140.0,2330.0,2628.0,2429.0,2928.0,3477.0,3583.0,4229.0,4236.0,3747.0,5050.0,6014.0,6848.0,7572.0,7874.0,7944.0,10013.0,12922.0,15498.0,18009.0,3687.0,3.9,4.8,4.4,3.1,3.4,4.4,5.6,5.0,4.8,4.3,4.1,3.7,5.9,3.8,3.4,3.0,2.8,3.8,2.9
"Tam Kỳ City, Quang Nam Province, Vietnam",Vietnam,1351.0,1607.0,1716.0,1520.0,1782.0,2140.0,2330.0,2628.0,2429.0,2928.0,3477.0,3583.0,4229.0,4236.0,3747.0,5050.0,6014.0,6848.0,7572.0,7874.0,7944.0,10013.0,12922.0,15498.0,18009.0,3687.0,3.9,4.8,4.4,3.1,3.4,4.4,5.6,5.0,4.8,4.3,4.1,3.7,5.9,3.8,3.4,3.0,2.8,3.8,2.9
"Bayonne, New Aquitaine, France",France,,148263.0,157551.0,,,,,,,190282.0,185829.0,193882.0,193319.0,193571.0,192369.0,189826.0,196595.0,197522.0,204410.0,206599.0,203302.0,203042.0,207274.0,211998.0,217877.0,117109.0,5.4,5.6,4.8,5.4,5.9,4.8,5.7,6.5,5.1,5.9,5.1,4.2,4.5,5.3,4.8,5.6,5.7,4.9,6.8
"Chantilly, Hauts-de-France, France",France,,148263.0,157551.0,,,,,,,190282.0,185829.0,193882.0,193319.0,193571.0,192369.0,189826.0,196595.0,197522.0,204410.0,206599.0,203302.0,203042.0,207274.0,211998.0,217877.0,117109.0,5.4,5.6,4.8,5.4,5.9,4.8,5.7,6.5,5.1,5.9,5.1,4.2,4.5,5.3,4.8,5.6,5.7,4.9,6.8
"Fethiye, Turkey",Turkey,7727.0,8614.0,9689.0,9753.0,7487.0,10428.0,11619.0,13256.0,14030.0,17517.0,21125.0,19820.0,27215.0,31138.0,31760.0,32997.0,36769.0,37715.0,39861.0,41627.0,41114.0,30907.0,37970.0,46113.0,51747.0,15971.0,4.2,4.6,4.5,4.4,3.3,4.4,4.3,5.5,4.2,4.6,5.1,3.8,5.6,3.7,4.7,3.6,5.0,2.8,3.8
"Dorval, Quebec, Canada",Canada,41657.0,43256.0,45076.0,48064.0,49055.0,48638.0,47147.0,44896.0,38903.0,38845.0,36160.0,33390.0,30373.0,27370.0,24696.0,25621.0,25066.0,25318.0,25167.0,25558.0,27555.0,30142.0,31081.0,31274.0,32430.0,5068.0,5.1,5.6,4.6,5.5,4.4,5.2,6.1,5.7,5.5,5.8,5.1,3.6,4.9,4.9,6.6,3.9,6.1,4.8,4.0
"Peso da Régua, Portugal",Portugal,23066.0,23252.0,24244.0,26560.0,27016.0,28014.0,28150.0,27194.0,27532.0,21165.0,21173.0,22588.0,,,,,,,,,,,,,,,4.9,5.5,4.8,5.2,4.0,4.7,6.3,6.0,5.1,5.5,5.7,4.2,5.1,4.2,4.7,4.2,6.7,4.0,4.1
"Malabe, Western Province, Sri Lanka",Sri Lanka,414.0,315.0,384.0,409.0,465.0,445.0,397.0,457.0,583.0,681.0,669.0,689.0,592.0,526.0,538.0,766.0,976.0,1133.0,1415.0,1665.0,1993.0,2168.0,2248.0,2521.0,2027.0,540.0,3.7,4.7,4.3,3.2,2.7,4.4,5.4,5.3,4.4,3.9,5.2,2.7,5.4,4.0,2.8,3.7,3.3,3.6,1.7
"Großer Müggelsee, Berlin, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Bad Wildbad, Baden-Württemberg, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Erice, Sicily, Italy",Italy,55706.0,59805.0,57998.0,58499.0,59521.0,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,5.1,5.2,4.4,5.0,5.7,4.0,5.5,6.3,4.6,5.5,4.8,4.1,4.4,4.3,4.4,4.7,6.0,4.9,6.5
"Georgia, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Larimer County, Colorado, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Boulogne-sur-Mer, Hauts-de-France, France",France,,148263.0,157551.0,,,,,,,190282.0,185829.0,193882.0,193319.0,193571.0,192369.0,189826.0,196595.0,197522.0,204410.0,206599.0,203302.0,203042.0,207274.0,211998.0,217877.0,117109.0,5.4,5.6,4.8,5.4,5.9,4.8,5.7,6.5,5.1,5.9,5.1,4.2,4.5,5.3,4.8,5.6,5.7,4.9,6.8
"Galway City, Ireland",Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.6,4.9,4.9,2.7,5.2,6.0,5.8,5.3,5.7,5.5,4.5,4.6,4.9,4.5,4.5,5.8,2.6,2.9
"Sandy, Utah, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Depok, West Java, Indonesia",Indonesia,4324.0,5034.0,5185.0,4606.0,4728.0,5064.0,5153.0,5033.0,4467.0,5321.0,5002.0,4871.0,5506.0,6234.0,6324.0,7003.0,7650.0,8044.0,8802.0,9435.0,10407.0,11519.0,14040.0,15810.0,16107.0,4053.0,4.3,4.8,5.0,3.5,3.8,4.7,5.4,4.5,4.9,4.7,5.9,4.3,6.2,3.5,3.9,3.3,3.1,4.5,3.2
"Manama, Capital Governorate, Bahrain",Bahrain,2311.0,1988.0,2600.0,2898.0,3280.0,3869.0,4388.0,4831.0,4844.0,5667.0,6313.0,7289.0,7833.0,8631.0,8861.0,11952.0,6732.0,8062.0,9163.0,10452.0,9670.0,10158.0,11374.0,12045.0,11061.0,1909.0,3.9,5.5,4.3,4.4,1.4,5.4,5.9,5.2,4.9,5.8,4.5,2.9,5.8,4.1,3.5,5.2,4.6,1.6,1.2
"Žilina, Region of Žilina, Slovakia",Slovakia,,,,,,,,,,,,,,,,,,,12583.0,11556.0,14936.0,17376.0,15406.0,15299.0,16086.0,,4.0,5.3,4.6,3.5,2.5,4.1,5.6,6.2,4.7,5.7,4.3,3.9,5.4,4.7,2.0,4.2,4.4,3.4,1.6
"Tebessa, Tébessa, Algeria",Algeria,520.0,605.0,635.0,678.0,749.0,866.0,901.0,988.0,1166.0,1234.0,1443.0,1638.0,1743.0,1772.0,1912.0,2070.0,2395.0,2634.0,2733.0,2301.0,1710.0,2039.0,2451.0,2657.0,2371.0,591.0,3.1,4.6,3.6,2.3,2.1,3.9,5.6,5.2,4.1,4.2,3.1,1.5,6.2,3.5,2.2,2.8,1.8,2.1,2.0
"Durgapur, West Bengal, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"La Paz, La Paz, Bolivia",Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.2,4.2,2.6,3.1,2.8,5.2,4.8,4.0,4.1,3.7,3.2,5.5,4.2,2.2,2.1,3.3,4.1,2.0
"Wangjing, Beijing, China",China,46387.0,51128.0,57588.0,63478.0,72796.0,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,30402.0,4.9,5.2,4.3,3.9,6.1,4.7,5.6,5.6,5.2,5.0,4.8,3.1,5.7,3.8,4.3,3.9,3.5,5.1,7.0
"Leixlip, Ireland",Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.6,4.9,4.9,2.7,5.2,6.0,5.8,5.3,5.7,5.5,4.5,4.6,4.9,4.5,4.5,5.8,2.6,2.9
"Tiruchirappalli, Tamil Nadu, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"gmina Zadzim, Łódź Voivodeship, Poland",Poland,82244.0,87439.0,87817.0,88592.0,89118.0,84515.0,61431.0,50735.0,52130.0,61918.0,64606.0,65115.0,66208.0,59935.0,53840.0,58340.0,60745.0,67390.0,72310.0,73750.0,77743.0,80476.0,83804.0,85946.0,88515.0,51076.0,4.2,5.3,4.5,4.0,3.1,4.3,5.6,6.3,4.8,5.5,4.2,4.1,5.7,4.2,3.2,4.3,4.5,3.2,3.0
"New Brunswick, Canada",Canada,41657.0,43256.0,45076.0,48064.0,49055.0,48638.0,47147.0,44896.0,38903.0,38845.0,36160.0,33390.0,30373.0,27370.0,24696.0,25621.0,25066.0,25318.0,25167.0,25558.0,27555.0,30142.0,31081.0,31274.0,32430.0,5068.0,5.1,5.6,4.6,5.5,4.4,5.2,6.1,5.7,5.5,5.8,5.1,3.6,4.9,4.9,6.6,3.9,6.1,4.8,4.0
"Victorville, California, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Kota Bharu, Kelantan, Malaysia",Malaysia,14885.0,14084.0,12591.0,10886.0,13910.0,17213.0,22995.0,20756.0,16293.0,24432.0,24209.0,25298.0,28325.0,25321.0,31509.0,,,,,,,,,,35046.0,6102.0,4.5,5.5,4.9,4.5,3.2,5.5,5.9,5.3,5.4,5.4,4.8,4.5,6.3,4.0,4.6,4.5,4.5,3.8,2.6
"Lieusaint, Ile-de-France, France",France,,148263.0,157551.0,,,,,,,190282.0,185829.0,193882.0,193319.0,193571.0,192369.0,189826.0,196595.0,197522.0,204410.0,206599.0,203302.0,203042.0,207274.0,211998.0,217877.0,117109.0,5.4,5.6,4.8,5.4,5.9,4.8,5.7,6.5,5.1,5.9,5.1,4.2,4.5,5.3,4.8,5.6,5.7,4.9,6.8
"Gandia, Valencian Community, Spain",Spain,52460.0,55077.0,62415.0,68068.0,72040.0,74580.0,75564.0,79313.0,82326.0,85981.0,92563.0,96152.0,98907.0,97670.0,91899.0,93744.0,99187.0,98128.0,103231.0,107144.0,109834.0,115561.0,121717.0,124456.0,126170.0,36410.0,5.4,5.5,4.9,5.6,5.7,4.5,6.1,6.2,4.9,5.8,5.9,3.9,5.0,4.7,5.0,5.2,6.6,4.8,6.7
"Volterra, Tuscany, Italy",Italy,55706.0,59805.0,57998.0,58499.0,59521.0,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,5.1,5.2,4.4,5.0,5.7,4.0,5.5,6.3,4.6,5.5,4.8,4.1,4.4,4.3,4.4,4.7,6.0,4.9,6.5
"Doberschau-Gaußig - Dobruša-Huska, Saxony, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Kaliningrad, Kaliningrad, Russia",Russia,10290.0,16208.0,17463.0,16188.0,18820.0,21169.0,21595.0,23309.0,22521.0,22064.0,22201.0,22486.0,22909.0,23676.0,21339.0,22281.0,24932.0,28177.0,30792.0,32421.0,33729.0,24571.0,24390.0,24551.0,24419.0,6359.0,4.3,5.3,4.2,4.0,3.8,4.3,5.1,6.7,5.0,5.3,4.4,2.2,5.8,4.2,4.6,3.3,4.1,3.8,3.7
"Ingolstadt, Bavaria, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Rhineland-Palatinate, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Maharashtra, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"Bidar, Karnataka, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"Aurangabad, Maharashtra, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"Indramayu Regency, West Java, Indonesia",Indonesia,4324.0,5034.0,5185.0,4606.0,4728.0,5064.0,5153.0,5033.0,4467.0,5321.0,5002.0,4871.0,5506.0,6234.0,6324.0,7003.0,7650.0,8044.0,8802.0,9435.0,10407.0,11519.0,14040.0,15810.0,16107.0,4053.0,4.3,4.8,5.0,3.5,3.8,4.7,5.4,4.5,4.9,4.7,5.9,4.3,6.2,3.5,3.9,3.3,3.1,4.5,3.2
"Steyr, Upper Austria, Austria",Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.9,4.9,5.4,3.6,4.8,6.2,7.0,5.3,6.1,5.3,4.0,4.7,5.7,4.2,5.2,6.7,4.1,3.2
"Nardò, Apulia, Italy",Italy,55706.0,59805.0,57998.0,58499.0,59521.0,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,5.1,5.2,4.4,5.0,5.7,4.0,5.5,6.3,4.6,5.5,4.8,4.1,4.4,4.3,4.4,4.7,6.0,4.9,6.5
"Ugento, Apulia, Italy",Italy,55706.0,59805.0,57998.0,58499.0,59521.0,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,5.1,5.2,4.4,5.0,5.7,4.0,5.5,6.3,4.6,5.5,4.8,4.1,4.4,4.3,4.4,4.7,6.0,4.9,6.5
"Douglass Township, Pennsylvania, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Yamagata, Japan",Japan,3345.0,3837.0,4218.0,4106.0,4438.0,4757.0,4772.0,5239.0,5212.0,6138.0,6728.0,7334.0,8347.0,8351.0,6790.0,8611.0,6219.0,8358.0,10364.0,13413.0,19737.0,24039.0,28691.0,31191.0,31881.0,4115.8,5.4,5.9,4.8,5.5,5.3,5.4,6.2,6.4,5.3,6.2,5.3,4.6,4.8,4.4,4.8,6.0,5.7,4.1,6.5
"Мичуринский сельсовет, Novosibirsk Oblast, Russia",Russia,10290.0,16208.0,17463.0,16188.0,18820.0,21169.0,21595.0,23309.0,22521.0,22064.0,22201.0,22486.0,22909.0,23676.0,21339.0,22281.0,24932.0,28177.0,30792.0,32421.0,33729.0,24571.0,24390.0,24551.0,24419.0,6359.0,4.3,5.3,4.2,4.0,3.8,4.3,5.1,6.7,5.0,5.3,4.4,2.2,5.8,4.2,4.6,3.3,4.1,3.8,3.7
"Zermatt, Wallis, Switzerland",Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.2,4.9,5.8,3.2,6.0,6.4,6.5,5.8,6.3,5.6,4.1,3.7,6.0,5.0,6.1,6.2,3.7,2.8
"Taichung, Taiwan",Taiwan,2332.0,2358.0,2372.0,2299.0,2411.0,2624.0,2831.0,2978.0,2248.0,2950.0,3378.0,3520.0,3716.0,3845.0,4395.0,5567.0,6087.0,7311.0,8016.0,9910.0,10440.0,10690.0,10740.0,11067.0,11864.0,1378.0,4.3,5.6,4.5,4.6,2.6,5.1,6.0,6.0,5.3,5.6,4.7,3.7,5.4,4.4,3.9,5.1,4.8,2.6,2.6
