url,Citazioni,location
conf/chiplay/chiplay2017c,152,"Amsterdam, The Netherlands"
conf/eurogp/eurogp2017,97,"Amsterdam, The Netherlands"
conf/i-semantics/semantics2017,62,"Amsterdam, The Netherlands"
conf/hpcn/hpcn2000,133,"Amsterdam, The Netherlands"
conf/icits/icits2011,68,"Amsterdam, The Netherlands"
conf/hipeac/parma2014,17,"Amsterdam, The Netherlands"
conf/wg/wg88,66,"Amsterdam, The Netherlands"
conf/chiplay/chiplay2017,230,"Amsterdam, The Netherlands"
conf/iccS/iccS2002-1,252,"Amsterdam, The Netherlands"
conf/tacas/tacas99,281,"Amsterdam, The Netherlands (Part of ETAPS 1999)"
conf/cc/cc99,129,"Amsterdam, The Netherlands (Part of ETAPS 1999)"
conf/fase/fase99,74,"Amsterdam, The Netherlands (Part of ETAPS 1999)"
conf/caise/bpmds2009,245,"Amsterdam, The Netherlands - BPMDS / EMMSAD"
conf/caise/ciao2009,116,"Amsterdam, The Netherlands - CIAO! / EOMAS"
conf/gecco/gecco2013c,425,"Amsterdam, The Netherlands - Companion Material"
conf/wise/wise2020-2,1,"Amsterdam, The Netherlands - Part II"
conf/evoW/evoappl2017-1,80,"Amsterdam, The Netherlands - Volume 1"
conf/eccv/eccv2016-1,1243,"Amsterdam, The Netherlands - Volume 1"
conf/eccv/eccv2016w1,243,"Amsterdam, The Netherlands - Volume 1"
conf/eccv/eccv2016w2,782,"Amsterdam, The Netherlands - Volume 2"
conf/evoW/evoappl2017-2,14,"Amsterdam, The Netherlands - Volume 2"
conf/eccv/eccv2016-2,2028,"Amsterdam, The Netherlands - Volume 2"
conf/eccv/eccv2016w3,353,"Amsterdam, The Netherlands - Volume 3"
conf/eccv/eccv2016-3,1231,"Amsterdam, The Netherlands - Volume 3"
conf/eccv/eccv2016-4,2482,"Amsterdam, The Netherlands - Volume 4"
conf/eccv/eccv2016-7,1194,"Amsterdam, The Netherlands - Volume 5"
conf/eccv/eccv2016-5,1055,"Amsterdam, The Netherlands - Volume 5"
conf/eccv/eccv2016-6,1109,"Amsterdam, The Netherlands - Volume 6"
conf/eccv/eccv2016-8,1785,"Amsterdam, The Netherlands - Volume 8"
conf/ami/amiw2011,107,"Amsterdam, The Netherlands - Workshops"
conf/ACMdis/ACMdis1997,276,"Amsterdam, the Netherlands"
conf/aied/aied1993,12,An Artificial Intelligence Approach 1993
conf/gbrpr/gbrpr2017,32,"Anacapri, Italy"
conf/seus/seus2008,139,"Anacarpi, Capri Island, Italy"
conf/afips/afips72f1,339,"Anaheim, CA, USA"
conf/dac/dac2003,2757,"Anaheim, CA, USA"
conf/sca/sca2013,322,"Anaheim, CA, USA"
conf/egh/hpg2013,209,"Anaheim, CA, USA"
conf/slip/slip2010,88,"Anaheim, CA, USA"
conf/dac/dac2008,2909,"Anaheim, CA, USA"
conf/afips/afips72f2,196,"Anaheim, CA, USA"
conf/afips/afips67f,289,"Anaheim, CA, USA"
conf/dac/dac2010,3432,"Anaheim, CA, USA"
conf/cae/cae2013,29,"Anaheim, CA, USA"
conf/afips/ncc75,640,"Anaheim, CA, USA"
conf/siggraph/siggraph1993,2973,"Anaheim, CA, USA"
conf/npar/npar2013,14,"Anaheim, CA, USA"
conf/vrml/web3d2016,52,"Anaheim, CA, USA"
conf/siggraph/siggraph2016gallery,5,"Anaheim, CA, USA - Art Gallery"
conf/siggraph/siggraph2016courses,100,"Anaheim, CA, USA - Courses"
conf/siggraph/siggraph2013courses,70,"Anaheim, CA, USA - Courses"
conf/siggraph/siggraph2013mobile,12,"Anaheim, CA, USA - Mobile"
conf/siggraph/siggraph2016pan,1,"Anaheim, CA, USA - Panels"
conf/siggraph/siggraph2013posters,115,"Anaheim, CA, USA - Posters"
conf/siggraph/siggraph2016posters,92,"Anaheim, CA, USA - Posters Proceedings"
conf/siggraph/siggraph2016production,1,"Anaheim, CA, USA - Production Sessions"
conf/siggraph/siggraph2016studio,2,"Anaheim, CA, USA - Studio"
conf/siggraph/siggraph2013studio,28,"Anaheim, CA, USA - Studio Talks"
conf/siggraph/siggraph2013talks,71,"Anaheim, CA, USA - Talks"
conf/siggraph/siggraph2016talks,105,"Anaheim, CA, USA - Talks"
conf/siggraph/siggraph2016vrvillage,63,"Anaheim, CA, USA - VR Village"
conf/mm/mm93,1074,"Anaheim, California"
conf/dac/dac97,1088,"Anaheim, California, USA"
conf/afips/ncc80,218,"Anaheim, California, USA"
conf/oopsla/oopsla2003p,737,"Anaheim, California, USA"
conf/sdm/sdm2012,1052,"Anaheim, California, USA"
conf/siggraph/siggraph1987,1746,"Anaheim, California, USA"
conf/apgv/sap2016,160,"Anaheim, California, USA"
conf/afips/ncc83,79,"Anaheim, California, USA"
conf/oopsla/oopsla2003,446,"Anaheim, California, USA - Companion"
conf/kdd/kdd2019,1002,"Anchorage, AK, USA"
conf/wcae/wcae2002,35,"Anchorage, Alaska, USA"
conf/birthday/ehrenfeucht97,139,"Andrzej Ehrenfeucht, 1997"
conf/litp/litp1986,15,"Angelès-Village, France"
conf/enase/enase2013s,11,"Angers, France"
conf/icores/icores2014s,9,"Angers, France"
conf/visapp/visigrapp2010,33,"Angers, France"
conf/biostec/biostec2014ccis,19,"Angers, France"
conf/icissp/icissp2015s,32,"Angers, France"
conf/enase/enase2013,4,"Angers, France"
conf/ae/ae2011,68,"Angers, France"
conf/healthyIoT/healthyIoT2017,11,"Angers, France"
conf/icaart/icaart2014s,9,"Angers, France - Revised Selected Papers"
conf/icpram/icpram2014s,1,"Angers, Loire Valley, France"
conf/sensornets/sensornets2015,2,"Angers, Loire Valley, France"
conf/phycs/phycs2015,10,"Angers, Loire Valley, France"
conf/biostec/healthinf2014,6,"Angers, Loire Valley, France"
conf/biostec/biodevices2014,6,"Angers, Loire Valley, France"
conf/biostec/bioimaging2014,1,"Angers, Loire Valley, France"
conf/biostec/biosignals2014,4,"Angers, Loire Valley, France"
conf/biostec/bioinformatics2014,1,"Angers, Loire Valley, France"
conf/modelsward/modelsward2015s,50,"Angers, Loire Valley, France"
conf/icores/icores2014,2,"Angers, Loire Valley, France"
conf/icpram/icpram2014,6,"Angers, Loire Valley, France"
conf/icaart/icaart2014-1,14,"Angers, Loire Valley, France - Volume 1"
conf/icaart/icaart2014-2,8,"Angers, Loire Valley, France - Volume 2"
conf/epia/epia2013,79,"Angra do Heroísmo, Azores, Portugal"
conf/wob/bsb2007,33,"Angra dos Reis, Brazil"
conf/wea/wea2004,226,"Angra dos Reis, Brazil"
conf/ssd/sstd2005,809,"Angra dos Reis, Brazil"
conf/ic2it/ic2it2014,51,"Angsana Laguna, Phuket, Thailand"
conf/fc/fc1997,229,"Anguilla, British West Indies"
conf/fc/fc2000,445,"Anguilla, British West Indies"
conf/fc/fc2006,291,"Anguilla, British West Indies"
conf/esws/eswc2014,357,"Anissaras, Crete, Greece"
conf/esws/eswc2014s,150,"Anissaras, Crete, Greece"
conf/esws/semwebeval2014,143,"Anissaras, Crete, Greece"
conf/eurospi/eurospi2015,79,"Ankara, Turkey"
conf/enumath/enumath2015,71,"Ankara, Turkey"
conf/ipco/ipco2019,38,"Ann Arbor, MI, USA"
conf/sigdoc/sigdoc1988,8,"Ann Arbor, MI, USA"
conf/acmidc/idc2011,360,"Ann Arbor, MI, USA"
conf/sat/sat2011,287,"Ann Arbor, MI, USA"
conf/ACMdis/ACMdis1995,242,"Ann Arbor, MI, USA"
conf/automotiveUI/automotiveUI2016,282,"Ann Arbor, MI, USA"
conf/sigir/sigir2018,1296,"Ann Arbor, MI, USA"
conf/ictd/ictd2016,225,"Ann Arbor, MI, USA"
conf/automotiveUI/automotiveUI2016a,123,"Ann Arbor, MI, USA - Adjunct Proceedings"
conf/sigmod/sigmod74-1,113,"Ann Arbor, Michigan"
conf/sigmod/sigmod81,645,"Ann Arbor, Michigan"
conf/sigmod/sigmod74-2,45,"Ann Arbor, Michigan"
conf/sma/sma1999,306,"Ann Arbor, Michigan, USA"
conf/sma/sma2001,539,"Ann Arbor, Michigan, USA"
conf/sigecom/sigecom2006,890,"Ann Arbor, Michigan, USA"
conf/isca/isca84,645,"Ann Arbor, USA"
conf/sbm/sbm2013,32,"Annaheim, CA, USA"
conf/openshmem/openshmem2017,16,"Annapolis, MD, USA"
conf/openshmem/openshmem2015,29,"Annapolis, MD, USA"
conf/mobihoc/mobihoc2003,3421,"Annapolis, MD, USA"
conf/openshmem/openshmem2014,88,"Annapolis, MD, USA"
conf/sigmetrics/sigmetrics2008,877,"Annapolis, Maryland, USA"
conf/wmcsa/hotmobile2010,437,"Annapolis, Maryland, USA"
conf/npar/npar2008,120,"Annecy, France"
conf/npar/npar2006,330,"Annecy, France"
conf/npar/npar2000,495,"Annecy, France"
conf/npar/npar2002,440,"Annecy, France"
conf/context/context2013,74,"Annecy, France"
conf/iccs/iccs2016,34,"Annecy, France"
conf/npar/npar2010,243,"Annecy, France"
conf/npar/npar2004,488,"Annecy, France"
conf/fois/fois2016,5,"Annecy, France"
conf/dagstuhl/te2005,28,"Annotating, Extracting and Reasoning about Time and Events 2005"
conf/iscis/iscis2004,248,"Antalya, Turkey"
conf/iscis/iscis2003,267,"Antalya, Turkey"
conf/sigmetrics/sigmetrics2016,281,"Antibes Juan-Les-Pins, France"
conf/pam/pam2004,672,"Antibes Juan-les-Pins, France"
conf/stacs/stacs2002,359,"Antibes Juan-les-Pins, France"
conf/mompes/mompes2010,21,"Antwerp, Belgium"
conf/kbse/ase2010,1171,"Antwerp, Belgium"
conf/icalp/icalp84,324,"Antwerp, Belgium"
conf/acivs/acivs2005,217,"Antwerp, Belgium"
conf/bwcca/bwcca2019,43,"Antwerp, Belgium"
conf/iwpse/iwpse2010,191,"Antwerp, Belgium"
conf/eewc/eewc2017,19,"Antwerp, Belgium"
conf/fmics/fmics2010,100,"Antwerp, Belgium"
conf/acivs/acivs2017,68,"Antwerp, Belgium"
conf/apl/apl94,17,"Antwerp, Belgium"
conf/3pgcic/3pgcic2019,34,"Antwerp, Belgium"
conf/eewc/eewc2011,41,"Antwerp, Belgium"
conf/pkdd/pkdd2008-2,530,"Antwerp, Belgium"
conf/acivs/acivs2006,318,"Antwerp, Belgium"
conf/pkdd/pkdd2008-1,590,"Antwerp, Belgium"
conf/ifip8-3/dss2012,4,"Anávissos, Greece"
conf/micai/micai2006,226,"Apizaco, Mexico"
conf/dimacs/dimacs4,278,Applied Geometry And Discrete Mathematics 1990
conf/sbcci/sbcci2014,68,"Aracaju, Brazil"
conf/sbsi/sbsi2019,11,"Aracaju, Brazil"
conf/eatis/eatis2008,50,"Aracaju, Brazil"
conf/ecsa/ecsa2007,141,"Aranjuez, Spain"
conf/crisis/crisis2018,7,"Arcachon, France"
conf/wdag/disc2008,365,"Arcachon, France"
conf/dagstuhl/trust2004,126,Architecting Systems with Trustworthy Components 2004
conf/iwec/icec2019,16,"Arequipa, Peru"
conf/latin/latin2012,176,"Arequipa, Peru"
conf/iticse/wgr2016,47,"Arequipa, Peru"
conf/iticse/iticse2016,359,"Arequipa, Peru"
conf/brain/brain2018,28,"Arlington, TX, USA"
conf/debs/debs2013,448,"Arlington, TX, USA"
conf/ifip11-10/iccip2015,40,"Arlington, VA, USA"
conf/wsc/wsc1992,795,"Arlington, VA, USA"
conf/sdm/sdm2002,858,"Arlington, VA, USA"
conf/ssd/sstd2017,61,"Arlington, VA, USA"
conf/ifip11-10/iccip2017,8,"Arlington, VA, USA"
conf/wuwnet/wuwnet2015,93,"Arlington, VA, USA"
conf/ifip11-10/iccip2019,2,"Arlington, VA, USA"
conf/ifip11-10/iccip2016,16,"Arlington, VA, USA"
conf/wsc/wsc1995,278,"Arlington, VA, USA"
conf/alenex/alenex2016,67,"Arlington, VA, USA"
conf/mmdb/mmdb2004,200,"Arlington, VA, USA"
conf/ihi/ihi2010,583,"Arlington, VA, USA"
conf/analco/analco2016,10,"Arlington, VA, USA"
conf/ifip11-10/iccip2018,2,"Arlington, VA, USA"
conf/ifip11-10/iccip2014,45,"Arlington, VA, USA"
conf/dolap/dolap2006,123,"Arlington, Virginia, USA"
conf/ifip11-10/cip2008,66,"Arlington, Virginia, USA"
conf/cikm/cikm2006,1991,"Arlington, Virginia, USA"
conf/assets/assets2000,534,"Arlington, Virginia, USA"
conf/bica/bica2011,6,"Arlington, Virginia, USA"
conf/widm/widm2006,41,"Arlington, Virginia, USA"
conf/gis/gis2006,440,"Arlington, Virginia, USA"
conf/hikm/hikm2006,70,"Arlington, Virginia, USA"
conf/edge/sec2019,16,"Arlington, Virginia, USA"
conf/evoW/evoW1994,114,"Armidale, NSW, Australia"
conf/icost/icost2012,121,"Artiminio, Italy"
conf/birthday/salomaa1994,74,"Arto Salomaa, 1994"
conf/birthday/salomaa2004,79,"Arto Salomaa, 2004"
conf/jsai/jsai2008,54,"Asahikawa, Japan"
conf/human/human2005,47,"Asakusa, Tokyo, Japan"
conf/3pgcic/3pgcic2016,55,"Asan, Korea"
conf/bwcca/bwcca2016,118,"Asan, Korea"
conf/acri/acri2010,141,"Ascoli Piceno, Italy"
conf/wea/wea2003,112,"Ascona, Switzerland"
conf/igis/igis94,43,"Ascona, Switzerland"
conf/egice/egice2006,112,"Ascona, Switzerland"
conf/ai50/ai502006,178,"Ascona, Switzerland"
conf/nspw/nspw2003,106,"Ascona, Switzerland"
conf/sosp/sosp93,1141,"Asheville, North Carolina, USA"
conf/uist/uist1999,502,"Asheville, USA"
conf/spaa/spaa2016,246,"Asilomar State Beach/Pacific Grove, CA, USA"
conf/cpm/cpm94,294,"Asilomar, California, USA"
conf/micro/micro1985,159,"Asilomar/Pacific Grove, CA, USA"
conf/tphol/tphol95,132,"Aspen Grove, UT, USA"
conf/iccsa/iccsa2004-3,172,"Assisi, Italy"
conf/iccsa/iccsa2004-4,199,"Assisi, Italy"
conf/iccsa/iccsa2004-1,263,"Assisi, Italy"
conf/iccsa/iccsa2004-2,224,"Assisi, Italy"
conf/rev/rev2020,1,"Athens, GA, USA"
conf/sigcpr/sigcpr1991,36,"Athens, GA, USA"
conf/semweb/iswc2006,1764,"Athens, GA, USA"
conf/icann/icann2006-1,338,"Athens, Greece"
conf/dimea/dimea2008,376,"Athens, Greece"
conf/ami/ami2015,40,"Athens, Greece"
conf/cspf/cspf2014,16,"Athens, Greece"
conf/miccai/csi2016,22,"Athens, Greece"
conf/edbt/edbt2014,5,"Athens, Greece"
conf/adhoc-now/adhoc-now2015,63,"Athens, Greece"
conf/cie/cie2008,196,"Athens, Greece"
conf/intenv/intenv2013w,4,"Athens, Greece"
conf/pppj/mplr2019,7,"Athens, Greece"
conf/miccai/stacom2016,11,"Athens, Greece"
conf/esorics/esorics2010,498,"Athens, Greece"
conf/eurocrypt/eurocrypt2013,1776,"Athens, Greece"
conf/sle/sle2019,11,"Athens, Greece"
conf/fmoods/fmoods2005,133,"Athens, Greece"
conf/damon/damon2011,106,"Athens, Greece"
conf/pkdd/pkdd2011-3,395,"Athens, Greece"
conf/esaw/esaw2007,90,"Athens, Greece"
conf/oss/oss2018,8,"Athens, Greece"
conf/dls/dls2019,5,"Athens, Greece"
conf/ksem/ksem2019-2,8,"Athens, Greece"
conf/sigmod/dbtest2011,74,"Athens, Greece"
conf/sigmod/sigmod2011,3392,"Athens, Greece"
conf/ciac/ciac2017,69,"Athens, Greece"
conf/icdt/icdt2014,2,"Athens, Greece"
conf/apf/apf2014,49,"Athens, Greece"
conf/dbsocial/dbsocial2011,27,"Athens, Greece"
conf/miccai/care2016,26,"Athens, Greece"
conf/dais/dais2005,117,"Athens, Greece"
conf/icann/icann2006-2,295,"Athens, Greece"
conf/gw/gw2011,66,"Athens, Greece"
conf/miccai/miccai2016-1,148,"Athens, Greece"
conf/pkdd/pkdd2011-2,372,"Athens, Greece"
conf/ciac/ciac2019,18,"Athens, Greece"
conf/sewcn/sewcn2009,18,"Athens, Greece"
conf/pkdd/pkdd2011-1,251,"Athens, Greece"
conf/miccai/labels2016,342,"Athens, Greece"
conf/ifip12/aiai2007,104,"Athens, Greece"
conf/petra/petra2008,441,"Athens, Greece"
conf/icdip/icdip2014,76,"Athens, Greece"
conf/eann/eann2017,109,"Athens, Greece"
conf/its/its2020,4,"Athens, Greece"
conf/eumas/eumas2015,45,"Athens, Greece"
conf/critis/critis2010,27,"Athens, Greece"
conf/miccai/brainles2016,107,"Athens, Greece"
conf/miccai/clip2016,10,"Athens, Greece"
conf/ifip12/aiai2006,160,"Athens, Greece"
conf/sigmod/swim2011,106,"Athens, Greece"
conf/ksem/ksem2019-1,13,"Athens, Greece"
conf/oopsla/splash2019c,6,"Athens, Greece"
conf/samt/samt2006,75,"Athens, Greece"
conf/gecon/gecon2016,19,"Athens, Greece"
conf/stm/stm2010,173,"Athens, Greece"
conf/pods/pods2011,364,"Athens, Greece"
conf/gala/gala2019,11,"Athens, Greece"
conf/networking/networking2004,505,"Athens, Greece"
conf/europki/europki2010,47,"Athens, Greece"
conf/edemocracy/edemocracy2017,7,"Athens, Greece"
conf/enase/enase2010s,35,"Athens, Greece"
conf/ccs/ccs2000,899,"Athens, Greece"
conf/edurobotics/edurobotics2016,33,"Athens, Greece"
conf/pci/pci2018,28,"Athens, Greece"
conf/miccai/miccai2016-3,263,"Athens, Greece"
conf/miccai/mlmi2016,88,"Athens, Greece"
conf/icimth/icimth2015,2,"Athens, Greece"
conf/icimth/icimth2016,5,"Athens, Greece"
conf/isn/isn2000,29,"Athens, Greece"
conf/ideas/ideas2019,23,"Athens, Greece"
conf/rr/rr2014,53,"Athens, Greece"
conf/miccai/patchmi2016,16,"Athens, Greece"
conf/oopsla/vmil2019,1,"Athens, Greece"
conf/miccai/sesami2016,14,"Athens, Greece"
conf/oopsla/dsm2019,2,"Athens, Greece"
conf/icete/icete2010,24,"Athens, Greece"
conf/mobide/mobide2011,21,"Athens, Greece"
conf/miccai/miccai2016-2,796,"Athens, Greece"
conf/sagt/sagt2010,185,"Athens, Greece"
conf/edemocracy/edemocracy2015,33,"Athens, Greece"
conf/sigir/sigir2000,2128,"Athens, Greece"
conf/miccai/mcv2016,14,"Athens, Greece"
conf/ondm/ondm2007,168,"Athens, Greece"
conf/ondm/ondm2019,13,"Athens, Greece"
conf/icgi/icgi2004,87,"Athens, Greece"
conf/wac/wac2005,85,"Athens, Greece"
conf/lion/lion2020,2,"Athens, Greece"
conf/oopsla/onward2019,9,"Athens, Greece"
conf/iscopt/isco2012,89,"Athens, Greece"
conf/specom/specom2015,105,"Athens, Greece"
conf/oopsla/meta2019,1,"Athens, Greece"
conf/setn/setn2010,124,"Athens, Greece"
conf/icimth/icimth2017,3,"Athens, Greece"
conf/agere/agere2019,2,"Athens, Greece"
conf/miccai/rambo2016,83,"Athens, Greece"
conf/iser/iser2008,442,"Athens, Greece"
conf/pci/pci2014,84,"Athens, Greece"
conf/ewrl/ewrl2011,63,"Athens, Greece"
conf/icimth/icimth2013,6,"Athens, Greece"
conf/rweb/rweb2014,63,"Athens, Greece"
conf/icimth/icimth2018,2,"Athens, Greece"
conf/edemocracy/edemocracy2019,4,"Athens, Greece"
conf/icimth/icimth2014,3,"Athens, Greece"
conf/dexa/dexa94,206,"Athens, Greece"
conf/ACMace/ace2009,282,"Athens, Greece"
conf/simutools/simutools2015,78,"Athens, Greece"
conf/sagt/sagt2019,20,"Athens, Greece"
conf/parle/parle94,302,"Athens, Greece"
conf/mobihealth/mobihealth2014,396,"Athens, Greece"
conf/edemocracy/edemocracy2013,21,"Athens, Greece"
conf/ics/ics1987,108,"Athens, Greece"
conf/miccai/sashimi2016,15,"Athens, Greece"
conf/gd/gd2016,111,"Athens, Greece"
conf/i3e/i3e2013,63,"Athens, Greece"
conf/pci/pci2015,118,"Athens, Greece"
conf/rules/rules95,185,"Athens, Greece"
conf/esorics/lncs6514,62,"Athens, Greece - DPM/SETOP"
conf/icsoft/icsoft2010s,23,"Athens, Greece - Selected Papers"
conf/comma/comma2014,7,"Atholl Palace Hotel, Scottish Highlands, UK"
conf/sbia/sbia2000,124,"Atibaia, SP, Brazil"
conf/micai/micai2008,221,"Atizapán de Zaragoza, Mexico"
conf/beliv/beliv2010,100,"Atlanta, GA, , USA"
conf/cases/cases2008,342,"Atlanta, GA, USA"
conf/adhs/adhs2015,119,"Atlanta, GA, USA"
conf/cocoon/cocoon2020,5,"Atlanta, GA, USA"
conf/gis/gis2001,145,"Atlanta, GA, USA"
conf/cocoa/cocoa2018,27,"Atlanta, GA, USA"
conf/icer/icer2007,205,"Atlanta, GA, USA"
conf/lats/lats2014,964,"Atlanta, GA, USA"
conf/spaccs/spaccs2019,24,"Atlanta, GA, USA"
conf/nanocom/nanocom2014,18,"Atlanta, GA, USA"
conf/cocoon/cocoon2014,73,"Atlanta, GA, USA"
conf/iccS/iccS2005-1,284,"Atlanta, GA, USA"
conf/wabi/wabi2015,75,"Atlanta, GA, USA"
conf/dev/dev2012,158,"Atlanta, GA, USA"
conf/pam/pam2011,233,"Atlanta, GA, USA"
conf/isbra/isbra2008,70,"Atlanta, GA, USA"
conf/iui/iui2015,451,"Atlanta, GA, USA"
conf/robocup/robocup2007,168,"Atlanta, GA, USA"
conf/emsoft/emsoft2008,526,"Atlanta, GA, USA"
conf/vee/vee2016,69,"Atlanta, GA, USA"
conf/ws/ws2002,913,"Atlanta, GA, USA"
conf/ismm/ismm1996,190,"Atlanta, GA, USA"
conf/si3d/si3d1999,707,"Atlanta, GA, USA"
conf/siggraph/siggraph1978,784,"Atlanta, GA, USA"
conf/vizsec/vizsec2013,73,"Atlanta, GA, USA"
conf/sigada/sigada2005,28,"Atlanta, GA, USA"
conf/riit/riit2014,9,"Atlanta, GA, USA"
conf/spaccs/spaccs2019w,15,"Atlanta, GA, USA"
conf/isbra/isbra2007,106,"Atlanta, GA, USA"
conf/asplos/asplos2016,816,"Atlanta, GA, USA"
conf/er/er2014,190,"Atlanta, GA, USA"
conf/iccS/iccS2005-2,360,"Atlanta, GA, USA"
conf/raid/raid2017,111,"Atlanta, GA, USA"
conf/sigcse/sigcse2014,1210,"Atlanta, GA, USA"
conf/hotnets/hotnets2016,267,"Atlanta, GA, USA"
conf/waw/waw2011,42,"Atlanta, GA, USA"
conf/assets/assets2004,332,"Atlanta, GA, USA"
conf/wuwnet/wuwnet2019,1,"Atlanta, GA, USA"
conf/iccS/iccS2005-3,483,"Atlanta, GA, USA"
conf/huc/ubicomp2001,1193,"Atlanta, GA, USA"
conf/wsc/wsc1997,1192,"Atlanta, GA, USA"
conf/iccbr/iccbr2016,62,"Atlanta, GA, USA"
conf/siguccs/siguccs1981,7,"Atlanta, GA, USA"
conf/icdsc/icdsc2010,175,"Atlanta, GA, USA"
conf/jsspp/jsspp2010,140,"Atlanta, GA, USA"
conf/sigada/sigada2004,78,"Atlanta, GA, USA"
conf/iwbi/iwbi2018,42,"Atlanta, GA, USA"
conf/uist/uist1993,591,"Atlanta, GA, USA"
conf/networking/networking2007,490,"Atlanta, GA, USA"
conf/wsc/wsc1987,399,"Atlanta, GA, USA"
conf/bcb/bcb2015,137,"Atlanta, GA, USA"
conf/fat/fat2019,347,"Atlanta, GA, USA"
conf/xsede/xsede2014,150,"Atlanta, GA, USA"
conf/codes/codes2008,394,"Atlanta, GA, USA"
conf/animalci/animalci2018,30,"Atlanta, GA, USA"
conf/mochart/mochart2010,22,"Atlanta, GA, USA "
conf/iui/iui2015c,53,"Atlanta, GA, USA - Companion"
conf/vlsi/vlsisoc2007s,6,"Atlanta, GA, USA - Selected Papers"
conf/er/erw2014,57,"Atlanta, GA, USA - Workshops"
conf/iwocl/iwocl2014,78,"Atlanta, GA, USA / Bristol, UK"
conf/chi/chi97,3343,"Atlanta, Georgia"
conf/pldi/pldi88,1202,"Atlanta, Georgia"
conf/oopsla/oopsla97,657,"Atlanta, Georgia"
conf/pods/pods83,385,"Atlanta, Georgia"
conf/ppopp/ppopp99,269,"Atlanta, Georgia"
conf/tapia/tapia2003,58,"Atlanta, Georgia"
conf/chi/chi97ea,761,"Atlanta, Georgia"
conf/cikm/cikm2001,1716,"Atlanta, Georgia, USA"
conf/sigite/sigite2014,51,"Atlanta, Georgia, USA"
conf/iptcomm/iptcomm2009,63,"Atlanta, Georgia, USA"
conf/mobicom/mobicom2002P,2771,"Atlanta, Georgia, USA"
conf/ifip8-6/ifip8-6-2005,58,"Atlanta, Georgia, USA"
conf/mswim/mswim2002,261,"Atlanta, Georgia, USA"
conf/dbvis/dbvis95,20,"Atlanta, Georgia, USA"
conf/gecco/gecco2008,1800,"Atlanta, Georgia, USA"
conf/ictd/ictd2012,335,"Atlanta, Georgia, USA"
conf/doceng/doceng2001,112,"Atlanta, Georgia, USA"
conf/sigcpr/cpr2005,81,"Atlanta, Georgia, USA"
conf/pcrcw/pcrcw1997,60,"Atlanta, Georgia, USA"
conf/kbse/ase2007,1798,"Atlanta, Georgia, USA"
conf/chi/chi2010,8472,"Atlanta, Georgia, USA"
conf/stoc/stoc1999,1623,"Atlanta, Georgia, USA"
conf/sigcse/sigcse1988,133,"Atlanta, Georgia, USA"
conf/sigcse/sigcse1998,285,"Atlanta, Georgia, USA"
conf/candc/candc2011,326,"Atlanta, Georgia, USA"
conf/dolap/dolap2001,127,"Atlanta, Georgia, USA"
conf/paste/paste2008,98,"Atlanta, Georgia, USA"
conf/stoc/stoc79,1134,"Atlanta, Georgia, USA"
conf/micro/nocarc2010,133,"Atlanta, Georgia, USA"
conf/pldi/pldi99,1201,"Atlanta, Georgia, USA"
conf/acm/csc1988,169,"Atlanta, Georgia, USA"
conf/widm/widm2001,143,"Atlanta, Georgia, USA"
conf/popl/popl76,263,"Atlanta, Georgia, USA"
conf/wmc/wmc2002,249,"Atlanta, Georgia, USA"
conf/sdm/sdm2008,1306,"Atlanta, Georgia, USA"
conf/sac/sac1998,456,"Atlanta, Georgia, USA"
conf/sigmetrics/sigmetrics99,645,"Atlanta, Georgia, USA"
conf/siggraph/siggraph1988,815,"Atlanta, Georgia, USA"
conf/wowmom/wowmom2002,328,"Atlanta, Georgia, USA"
conf/cases/cases2001,324,"Atlanta, Georgia, USA"
conf/group/coocs1991,108,"Atlanta, Georgia, USA"
conf/chi/chi2010a,1826,"Atlanta, Georgia, USA"
conf/acm/acm1973,217,"Atlanta, Georgia, USA"
conf/mobicom/mobicom2002,4228,"Atlanta, Georgia, USA"
conf/dialm/dialm2002,297,"Atlanta, Georgia, USA"
conf/sma/sma97,275,"Atlanta, Georgia, USA"
conf/iopads/iopads1999,362,"Atlanta, Georgia, USA"
conf/gecco/gecco2008c,296,"Atlanta, Georgia, USA - Companion Material"
conf/sigmod/sigmod90,1386,"Atlantic City, NJ"
conf/afips/afips67s,398,"Atlantic City, NJ, USA"
conf/afips/afips68,565,"Atlantic City, NJ, USA"
conf/iwdw/iwdw2011,97,"Atlantic City, NJ, USA"
conf/dac/dac1965,8,"Atlantic City, NJ, USA"
conf/dac/dac1971,373,"Atlantic City, NJ, USA"
conf/afips/afips70s,283,"Atlantic City, NJ, USA"
conf/afips/afips71s,690,"Atlantic City, New Jersey, USA"
conf/afips/afips72s,113,"Atlantic City, New Jersey, USA"
conf/ACMse/ACMse2008,156,"Auburn, Alabama, USA"
conf/ie/ie2012,134,"Auckland, NZ, New Zealand"
