url,Citazioni
conf/icisc/icisc2011,149
conf/icisc/icisc2012,212
conf/icisc/icisc2013,103
conf/icisc/icisc2014,44
conf/icisc/icisc2015,72
conf/icisc/icisc2016,26
conf/icisc/icisc2017,17
conf/icisc/icisc2018,20
conf/icisc/icisc2019,1
conf/icisdm/icisdm2018,12
conf/icisdm/icisdm2019,15
conf/iciso/iciso2014,67
conf/iciso/iciso2015,33
conf/iciso/iciso2016,22
conf/iciso/iciso2018,13
conf/icisp/icisp2008,463
conf/icisp/icisp2010,169
conf/icisp/icisp2012,97
conf/icisp/icisp2014,116
conf/icisp/icisp2016,39
conf/icisp/icisp2018,29
conf/iciss/iciss2005,101
conf/iciss/iciss2006,171
conf/iciss/iciss2007,90
conf/iciss/iciss2008,393
conf/iciss/iciss2009,174
conf/iciss/iciss2010,83
conf/iciss/iciss2011,257
conf/iciss/iciss2012,63
conf/iciss/iciss2013,89
conf/iciss/iciss2014,88
conf/iciss/iciss2015,59
conf/iciss/iciss2016,45
conf/iciss/iciss2017,25
conf/iciss/iciss2018,6
conf/iciss/iciss2019,1
conf/icissp/icissp2015s,32
conf/icissp/icissp2016,115
conf/icissp/icissp2016s,7
conf/icissp/icissp2017,117
conf/icissp/icissp2017s,5
conf/icissp/icissp2018,162
conf/icissp/icissp2018s,6
conf/icissp/icissp2019,44
conf/icissp/icissp2020,6
conf/icist/icist2012,59
conf/icist/icist2013,45
conf/icist/icist2014,72
conf/icist/icist2015,62
conf/icist/icist2016,109
conf/icist/icist2017,28
conf/icist/icist2018,30
conf/icist/icist2019,11
conf/icist2/icist2019,3
conf/icistm/icistm2009,80
conf/icistm/icistm2010,128
conf/icistm/icistm2011,73
conf/icistm/icistm2012,66
conf/icit/icit2018,5
conf/icit/icit2019,2
conf/icitam/icitam2017,19
conf/icitam/icitam2019,4
conf/icitcs/icitcs2011,64
conf/icitcs/icitcs2012,76
conf/icitl/icitl2018,18
conf/icitl/icitl2019,7
conf/icits/icits2007,30
conf/icits/icits2008,152
conf/icits/icits2009,82
conf/icits/icits2011,68
conf/icits/icits2012,65
conf/icits/icits2013,53
conf/icits/icits2015,39
conf/icits/icits2016,41
conf/icits/icits2017,23
conf/icits2/icits2018,104
conf/icits2/icits2019,33
conf/icits2/icits2020,8
conf/icla/icla2009,40
conf/icla/icla2011,75
conf/icla/icla2013,69
conf/icla/icla2015,33
conf/icla/icla2017,24
conf/icla/icla2019,8
conf/iclp/iclp2002,232
conf/iclp/iclp2003,178
conf/iclp/iclp2004,329
conf/iclp/iclp2005,270
conf/iclp/iclp2006,210
conf/iclp/iclp2007,238
conf/iclp/iclp2008,340
conf/iclp/iclp2009,254
conf/iclp/iclp86,662
conf/iclp/iclp91-w2,26
conf/icm/icm2002ei,8
conf/icmai/icmai2002,117
conf/icmai2/icmai2018,6
conf/icmc2/icmc2017,45
conf/icmc2/icmc2018,14
conf/icmcta/icmcta2008,40
conf/icmcta/icmcta2014,58
conf/icmcta/icmcta2017,17
conf/icmi/assp4mi2016,15
conf/icmi/eise2016,5
conf/icmi/emotiw2013,15
conf/icmi/erm4ct2015,13
conf/icmi/erm4ct2016,12
conf/icmi/erm4hci2014,24
conf/icmi/gazein2013,24
conf/icmi/gift2018,17
conf/icmi/icmi2003,657
conf/icmi/icmi2004,1055
conf/icmi/icmi2005,468
conf/icmi/icmi2006,677
conf/icmi/icmi2007,599
conf/icmi/icmi2008,437
conf/icmi/icmi2009,535
conf/icmi/icmi2010,294
conf/icmi/icmi2011,682
conf/icmi/icmi2012,782
conf/icmi/icmi2013,707
conf/icmi/icmi2014,682
conf/icmi/icmi2015,828
conf/icmi/icmi2016,556
conf/icmi/icmi2017,404
conf/icmi/icmi2018,273
conf/icmi/icmi2018a,4
conf/icmi/icmi2019,62
conf/icmi/icmi2019a,8
conf/icmi/icmi2020,5
conf/icmi/interpersonal2015,33
conf/icmi/isiaa2017,14
conf/icmi/ma3hmi2018,9
conf/icmi/maptraits2014,33
conf/icmi/mhfi2016,40
conf/icmi/mhfi2017,27
conf/icmi/mhfi2018,23
conf/icmi/mie2017,21
conf/icmi/mla2014,75
conf/icmi/mmrwhri2014,11
conf/icmi/mvar2016,27
conf/icmi/rfmir2014,47
conf/icmi/slmi2016,9
conf/icmi/smi2013,19
conf/icmi/um3i2014,29
conf/icmi/wmdd2015,55
conf/icmip/icmip2018,10
conf/icml/icml1993,1149
conf/icml/icml1994,2516
conf/icml/icml1995,4208
conf/icml/icml2004,6725
conf/icml/icml2005,4880
conf/icml/icml2006,5887
conf/icml/icml2007,6419
conf/icml/icml2008,4956
conf/icml/icml2009,5232
conf/icml/ml1990,554
conf/icml/ml1991,617
conf/icml/ml1992,1376
conf/icml/mlmmi2015,16
conf/icml/sna2006,91
conf/icmla/icmla2011-2,2
conf/icmlc/icmlc2005,161
conf/icmlc/icmlc2014,48
conf/icmlc2/icmlc2017,60
conf/icmlc2/icmlc2018,18
conf/icmlc2/icmlc2019,22
conf/icmlc2/icmlc2020,4
conf/icmlsc/icmlsc2017,27
conf/icmlsc/icmlsc2018,30
conf/icmlsc/icmlsc2019,20
conf/icmlsc/icmlsc2020,3
conf/icmmi/icmmi2009,144
conf/icmmi/icmmi2011,106
conf/icmmi/icmmi2013,97
conf/icmmi/icmmi2015,71
conf/icmmi/icmmi2017,29
conf/icmmi/icmmi2019,4
conf/icmre/icmre2017,18
conf/icmre/icmre2018,11
conf/icms/icms2006,100
conf/icms/icms2010,177
conf/icms/icms2014,205
conf/icms/icms2016,73
conf/icms/icms2018,65
conf/icms/icms2020,2
conf/icmt/icmt2008,241
conf/icmt/icmt2009,128
conf/icmt/icmt2010,184
conf/icmt/icmt2011,125
conf/icmt/icmt2012,114
conf/icmt/icmt2013,83
conf/icmt/icmt2014,100
conf/icmt/icmt2015,90
conf/icmt/icmt2016,58
conf/icmt/icmt2017,30
conf/icmt/icmt2018,17
conf/icmv/icmv2014,42
conf/icmv/icmv2015,64
conf/icmv/icmv2016,64
conf/icmv/icmv2017,70
conf/icmv/icmv2018,30
conf/icmv/icmv2019,13
conf/icn/icn2001-1,117
conf/icn/icn2001-2,98
conf/icn/icn2005-1,199
conf/icn/icn2005-2,188
conf/icnc/icnc2005-1,331
conf/icnc/icnc2005-2,428
conf/icnc/icnc2005-3,739
conf/icnc/icnc2006-1,303
conf/icnc/icnc2006-2,224
conf/icnc/icncfskd2019-1,5
conf/icnc/icncfskd2019-2,5
conf/icncc/icncc2017,27
conf/icncc/icncc2018,11
conf/icncc/icncc2019,3
conf/icnlsp/icnlsp2015,12
conf/icoc/icoc2013,34
conf/icoc/icoc2014,7
conf/icoin/icoin2002-1,43
conf/icoin/icoin2002-2,66
conf/icoin/icoin2003,145
conf/icoin/icoin2004,232
conf/icoin/icoin2005,197
conf/icoin/icoin2006,123
conf/icoin/icoin2007,111
conf/icoms/icoms2018,1
conf/iconference/iconference2011,395
conf/iconference/iconference2012,228
conf/iconference/iconference2018,67
conf/iconference/iconference2019,48
conf/iconference/iconference2020,7
conf/iconip/iconip2004,577
conf/iconip/iconip2006-1,210
conf/iconip/iconip2006-2,234
conf/iconip/iconip2006-3,340
conf/iconip/iconip2007-1,102
conf/iconip/iconip2007-2,188
conf/iconip/iconip2009-1,237
conf/iconip/iconip2009-2,203
conf/iconip/iconip2009-3,173
conf/iconip/iconip2009-4,143
conf/iconip/iconip2010-1,192
conf/iconip/iconip2010-2,214
conf/iconip/iconip2011-1,168
conf/iconip/iconip2011-2,140
conf/iconip/iconip2011-3,171
conf/iconip/iconip2012-1,148
conf/iconip/iconip2012-2,177
conf/iconip/iconip2012-3,153
conf/iconip/iconip2012-4,187
conf/iconip/iconip2012-5,188
conf/iconip/iconip2013-1,125
conf/iconip/iconip2013-2,171
conf/iconip/iconip2013-3,88
conf/iconip/iconip2014-1,135
conf/iconip/iconip2014-2,102
conf/iconip/iconip2014-3,166
conf/iconip/iconip2015-1,128
conf/iconip/iconip2015-2,103
conf/iconip/iconip2015-3,86
conf/iconip/iconip2015-4,128
conf/iconip/iconip2016-1,66
conf/iconip/iconip2016-2,116
conf/iconip/iconip2016-3,119
conf/iconip/iconip2016-4,91
conf/iconip/iconip2017-1,79
conf/iconip/iconip2017-2,146
conf/iconip/iconip2017-3,45
conf/iconip/iconip2017-4,56
conf/iconip/iconip2017-5,130
conf/iconip/iconip2017-6,47
conf/iconip/iconip2018-1,35
conf/iconip/iconip2018-2,14
conf/iconip/iconip2018-3,9
conf/iconip/iconip2018-4,21
conf/iconip/iconip2018-5,25
conf/iconip/iconip2018-6,14
conf/iconip/iconip2018-7,23
conf/iconip/iconip2019-1,12
conf/iconip/iconip2019-2,4
conf/iconip/iconip2019-3,14
conf/iconip/iconip2019-4,14
conf/iconip/iconip2019-5,9
conf/icons2/icons2019,14
conf/icons2/icons2020,1
conf/icoodb/icoodb2009,28
conf/icoodb/icoodb2010,25
conf/icores/icores2013,1
conf/icores/icores2014,2
conf/icores/icores2014s,9
conf/icores/icores2015s,5
conf/icores/icores2016,27
conf/icores/icores2016s,4
conf/icores/icores2017,42
conf/icores/icores2018,31
conf/icores/icores2018s,2
conf/icores/icores2019,14
conf/icores/icores2020,4
conf/icost/icost2007,139
conf/icost/icost2008,131
conf/icost/icost2009,166
conf/icost/icost2010,137
conf/icost/icost2011,226
conf/icost/icost2012,121
conf/icost/icost2013,102
conf/icost/icost2014,46
conf/icost/icost2015,83
conf/icost/icost2016,89
conf/icost/icost2017,26
conf/icost/icost2018,5
conf/icost/icost2019,2
conf/icpca/icpca2012,86
conf/icpca/icpca2013,39
conf/icpia/icpia1992,45
conf/icpp/icpp2018,147
conf/icpp/icpp2019,47
conf/icpp/icpp2020,1
conf/icpr/contests2010,192
conf/icpr/cvaui2018,12
conf/icpr/ffer2014,11
conf/icpr/ffer2018,2
conf/icpr/hbu2010,232
conf/icpr/manpu2016,35
conf/icpr/rrpr2016,22
conf/icpr/uha3ds2016,9
conf/icpr/wmmp2008,90
conf/icpram/icpram2013s,33
conf/icpram/icpram2014,6
conf/icpram/icpram2014s,1
conf/icpram/icpram2015s,10
conf/icpram/icpram2016,80
conf/icpram/icpram2016s,5
conf/icpram/icpram2017,134
conf/icpram/icpram2017s,4
conf/icpram/icpram2018,81
conf/icpram/icpram2018s,1
conf/icpram/icpram2019,35
conf/icpram/icpram2019s,1
conf/icpram/icpram2020,5
conf/icps/adamus2009,8
conf/icps/icps2008,125
conf/icps/icps2009,142
conf/icpw/icpw2007,44
conf/icpw/icpw2008,16
conf/icqe/icqe2019,5
conf/icqt/icqt2006,14
conf/icqt/icqt2009,28
conf/icqt/icqt2011,26
conf/icr/icr2016,63
conf/icr/icr2017,44
conf/icr/icr2018,36
conf/icr/icr2019,23
conf/icra/ppsdr2005,163
conf/icra/ssr2013,6
conf/icrai/icrai2019,3
conf/ics/futurehpc2012,14
conf/ics/ics1987,108
conf/ics/ics1988,543
conf/ics/ics1989,276
conf/ics/ics1990,676
conf/ics/ics1991,268
conf/ics/ics1992,498
conf/ics/ics1993,400
conf/ics/ics1994,300
conf/ics/ics1995,645
conf/ics/ics1996,345
conf/ics/ics1997,799
conf/ics/ics1998,569
conf/ics/ics1999,955
conf/ics/ics2000,537
conf/ics/ics2001,574
conf/ics/ics2002,1018
conf/ics/ics2003,750
conf/ics/ics2004,810
conf/ics/ics2005,996
conf/ics/ics2006,1004
conf/ics/ics2007,564
conf/ics/ics2008,708
conf/ics/ics2009,1130
conf/ics/ics2010,448
conf/ics/ics2011,1014
conf/ics/ics2012,716
conf/ics/ics2013,710
conf/ics/ics2014,368
conf/ics/ics2015,496
conf/ics/ics2016,290
conf/ics/ics2017,129
conf/ics/ics2018,61
conf/ics/ics2019,46
conf/ics/ics25,15
conf/ics/ross2013,76
conf/ics/ross2014,47
conf/icsc/icsc1995,91
conf/icsc/icsc1999,57
conf/icsca/icsca2017,41
conf/icsca/icsca2018,37
conf/icsca/icsca2019,51
conf/icsca/icsca2020,1
conf/icscib/icscib2018,6
conf/icsd/icsd2002,238
conf/icsde/icsde2017,29
conf/icse-suite/suite2010,38
conf/icse-web2se/web2se2010,49
conf/icse/ast2006,238
conf/icse/ast2008,99
conf/icse/ast2010,122
conf/icse/ast2011,243
conf/icse/ast2014,22
conf/icse/ast2020,1
conf/icse/bigdse2016,51
conf/icse/cesi2014,24
conf/icse/chase2008,142
conf/icse/chase2010,121
conf/icse/chase2011,132
conf/icse/chase2014,72
conf/icse/csise2014,32
conf/icse/cstva2014,12
conf/icse/ctgdsd2011,72
conf/icse/formalise2014,26
conf/icse/formalise2020,2
conf/icse/fose2014,576
conf/icse/future2000,1562
conf/icse/gi2018,11
conf/icse/greens2014,91
conf/icse/gtse2014,22
conf/icse/icse2000,2141
conf/icse/icse2002,967
conf/icse/icse2005,57
conf/icse/icse2005edu,43
conf/icse/icse2006,4062
conf/icse/icse2008,3378
conf/icse/icse2010-1,2288
conf/icse/icse2010-2,880
conf/icse/icse2011,3480
conf/icse/icse2014,3013
conf/icse/icse2014c,774
conf/icse/icse2020,7
conf/icse/icse2020w,6
conf/icse/icse89,328
conf/icse/icse92,398
conf/icse/icse95,734
conf/icse/icse97,1176
conf/icse/icse99,3191
conf/icse/icsec2008,424
conf/icse/iwp2014,6
conf/icse/mise2008,52
conf/icse/mise2014,66
conf/icse/mobilesoft2014,70
conf/icse/mobilesoft2016,175
conf/icse/mobilesoft2020,2
conf/icse/mosemina2014,29
conf/icse/mtd2011,233
conf/icse/nier2020,3
conf/icse/pesos2010,31
conf/icse/pesos2011,41
conf/icse/pesos2014,15
conf/icse/please2010,35
conf/icse/please2011,14
conf/icse/quovadis2010,21
conf/icse/raise2014,19
conf/icse/rocse2014,66
conf/icse/rsse2010,189
conf/icse/rsse2014,20
conf/icse/sbst2014,31
conf/icse/se4sg2014,2
conf/icse/seams2006,178
conf/icse/seams2008,269
conf/icse/seams2010,222
conf/icse/seams2011,293
conf/icse/seams2014,271
conf/icse/seams2020,2
conf/icse/sehc2010,103
conf/icse/sehc2011,40
conf/icse/serips2014,23
conf/icse/sesena2010,62
conf/icse/sesena2011,60
conf/icse/sess2005,142
conf/icse/sess2006,135
conf/icse/sess2008,92
conf/icse/sess2010,78
conf/icse/sess2011,22
conf/icse/shark2008,69
conf/icse/shark2010,33
conf/icse/shark2011,27
conf/icse/tefse2011,129
conf/icse/topi2011,45
conf/icse/twinpeaks2014,12
conf/icse/ulssis2008,47
conf/icse/wads2002,222
conf/icse/wads2003,80
conf/icse/wads2004,96
conf/icse/wads2006,98
conf/icse/wads2007,52
conf/icse/wads2008,51
conf/icse/wads2009,40
conf/icse/wetsom2010,60
conf/icse/wetsom2011,64
conf/icse/wetsom2014,30
conf/icse/wosq2005,49
conf/icse/wosq2006,76
conf/icse/wosq2008,38
conf/icse/wrt2011,71
conf/icse/wrt2012,54
conf/icsecs/icsecs2011-1,67
conf/icsecs/icsecs2011-2,114
conf/icsecs/icsecs2011-3,65
conf/icseng/icseng2014,168
conf/icserv/icserv2013,36
conf/icserv/icserv2014,14
conf/icserv/icserv2015,22
conf/icserv/icserv2017,20
conf/icsh/icsh2013,50
conf/icsh/icsh2014,67
conf/icsh/icsh2015,31
conf/icsh/icsh2016,7
conf/icsh/icsh2017,35
conf/icsh/icsh2018,15
conf/icsh/icsh2019,11
conf/icsibo/icsibo2014,17
conf/icsibo/icsibo2016,3
conf/icsie/icsie2019,11
conf/icsim/icsim2020,4
conf/icsle/icsle2014,104
conf/icsm2/icsm2018,30
conf/icsm2/icsm2019,1
conf/icsmm/icsmm2020,1
conf/icsnw/icsnw2004,154
conf/icsob/icsob2010,66
conf/icsob/icsob2011,52
conf/icsob/icsob2012,115
conf/icsob/icsob2013,102
conf/icsob/icsob2014,90
conf/icsob/icsob2015,105
conf/icsob/icsob2016,18
conf/icsob/icsob2017,28
conf/icsob/icsob2018,11
conf/icsob/icsob2019,10
conf/icsoc/icsoc2003,458
conf/icsoc/icsoc2004,1129
conf/icsoc/icsoc2005,618
conf/icsoc/icsoc2006,504
conf/icsoc/icsoc2006w,43
conf/icsoc/icsoc2007,796
conf/icsoc/icsoc2007w,143
conf/icsoc/icsoc2008,522
conf/icsoc/icsoc2008w,185
conf/icsoc/icsoc2009,428
conf/icsoc/icsoc2009w,312
conf/icsoc/icsoc2010,345
conf/icsoc/icsoc2010w,117
conf/icsoc/icsoc2011,421
conf/icsoc/icsoc2011w,77
conf/icsoc/icsoc2012,332
conf/icsoc/icsoc2012w,56
conf/icsoc/icsoc2013,296
conf/icsoc/icsoc2013w,81
conf/icsoc/icsoc2014,179
conf/icsoc/icsoc2014w,39
conf/icsoc/icsoc2015,128
conf/icsoc/icsoc2015w,23
conf/icsoc/icsoc2016,175
conf/icsoc/icsoc2016w,25
conf/icsoc/icsoc2017,121
conf/icsoc/icsoc2017w,28
conf/icsoc/icsoc2018,85
conf/icsoc/icsoc2018w,18
conf/icsoc/icsoc2019,9
conf/icsoc/icsoc2019w,2
conf/icsoft/icsoft2006s,35
conf/icsoft/icsoft2007s,35
conf/icsoft/icsoft2008s,7
conf/icsoft/icsoft2009s,30
conf/icsoft/icsoft2010s,23
conf/icsoft/icsoft2011s,22
conf/icsoft/icsoft2012,2
conf/icsoft/icsoft2013,7
conf/icsoft/icsoft2013s,5
conf/icsoft/icsoft2014ea,76
conf/icsoft/icsoft2014p,28
conf/icsoft/icsoft2014s,18
conf/icsoft/icsoft2015ea,54
conf/icsoft/icsoft2015p,32
conf/icsoft/icsoft2015s,19
conf/icsoft/icsoft2016-1,39
conf/icsoft/icsoft2016-2,30
conf/icsoft/icsoft2016s,5
conf/icsoft/icsoft2017,48
conf/icsoft/icsoft2017s,3
conf/icsoft/icsoft2018,9
conf/icsoft/icsoft2018s,1
conf/icsoft/icsoft2019,21
conf/icson/icson2015,12
conf/icsports/icsports2014,18
conf/icsports/icsports2015,17
conf/icsports/icsports2016,23
conf/icsports/icsports2017,16
conf/icsports/icsports2019,2
conf/icsps/icsps2016,23
conf/icsps/icsps2017,11
conf/icsr/icsr2000,123
conf/icsr/icsr2002,286
conf/icsr/icsr2004,146
conf/icsr/icsr2006,157
conf/icsr/icsr2008,128
conf/icsr/icsr2009,90
conf/icsr/icsr2011,66
conf/icsr/icsr2013,95
conf/icsr/icsr2015,49
conf/icsr/icsr2016,98
conf/icsr/icsr2017,16
conf/icsr/icsr2018,10
conf/icsr/icsr2019,10
conf/icsr/washes2017,3
conf/icss2/icss2016,27
conf/icss2/icss2017,3
conf/icss2/icss2018,3
conf/icss2/icss2019,1
conf/ict-eurasia/ict-eurasia2013,129
conf/ict-eurasia/ict-eurasia2014,109
conf/ict-eurasia/ict-eurasia2015,38
conf/ict/ict2004,258
conf/ict/ict2010,138
conf/ict4ageingwell/ict4ageingwell2015,63
conf/ict4ageingwell/ict4ageingwell2016,46
conf/ict4ageingwell/ict4ageingwell2016s,4
conf/ict4ageingwell/ict4ageingwell2017,48
conf/ict4ageingwell/ict4ageingwell2017s,8
conf/ict4ageingwell/ict4ageingwell2018,40
conf/ict4ageingwell/ict4ageingwell2018s,2
conf/ict4ageingwell/ict4ageingwell2019,26
conf/ict4ageingwell/ict4ageingwell2020,2
conf/ict4d/ict4d2017,97
conf/ict4d/ict4d2019-1,18
conf/ict4d/ict4d2019-2,16
conf/ict4da/ict4da2017,2
conf/ict4da/ict4da2019,1
conf/ict4s/ict4s2014,103
conf/ict4s/ict4s2020,3
conf/ictac/dicesn2019,2
conf/ictac/ictac2004,182
conf/ictac/ictac2005,162
conf/ictac/ictac2006,107
conf/ictac/ictac2007,141
conf/ictac/ictac2008,116
conf/ictac/ictac2009,112
conf/ictac/ictac2010,74
conf/ictac/ictac2011,61
conf/ictac/ictac2012,49
conf/ictac/ictac2013,66
conf/ictac/ictac2013s,36
conf/ictac/ictac2014,46
conf/ictac/ictac2015,110
conf/ictac/ictac2016,70
conf/ictac/ictac2017,29
conf/ictac/ictac2018,34
conf/ictac/ictac2019,3
conf/ictcc/ictcc2014,31
conf/ictcc/ictcc2016,28
conf/ictce/ictce2017,6
conf/ictcs/ictcs2001,122
conf/ictcs/ictcs2003,78
conf/ictcs/ictcs2005,79
conf/ictcsdm/ictcsdm2016,18
conf/ictd/ictd2012,335
conf/ictd/ictd2013-1,216
conf/ictd/ictd2013-2,134
conf/ictd/ictd2015,335
conf/ictd/ictd2016,225
conf/ictd/ictd2017,106
conf/ictd/ictd2019,90
conf/ictd/ictd2020,8
conf/icteri/icteri2014,53
conf/icteri/icteri2018s,10
conf/icteri/icteri2019s,2
conf/ictglow/ictglow2011,84
conf/ictglow/ictglow2012,20
conf/ictinnovations/ictinnovations2009,41
conf/ictinnovations/ictinnovations2010,17
conf/ictinnovations/ictinnovations2011,36
conf/ictinnovations/ictinnovations2012,46
conf/ictinnovations/ictinnovations2013,35
conf/ictinnovations/ictinnovations2014,57
conf/ictinnovations/ictinnovations2015,29
conf/ictinnovations/ictinnovations2016,12
conf/ictinnovations/ictinnovations2017,19
conf/ictinnovations/ictinnovations2018,19
conf/ictinnovations/ictinnovations2019,3
conf/ictir/ictir2009,219
conf/ictir/ictir2011,86
conf/ictir/ictir2013,97
conf/ictir/ictir2015,333
conf/ictir/ictir2016,265
conf/ictir/ictir2017,162
conf/ictir/ictir2018,68
conf/ictir/ictir2019,37
conf/ictrs/ictrs2019,2
conf/icuct/icuct2006,48
conf/icuimc/icuimc2008,331
conf/icuimc/icuimc2009,310
conf/icuimc/icuimc2010,113
conf/icuimc/icuimc2011,281
conf/icuimc/icuimc2012,321
conf/icuimc/icuimc2013,200
conf/icuimc/icuimc2014,244
conf/icuimc/imcom2015,192
conf/icuimc/imcom2016,132
conf/icuimc/imcom2017,140
conf/icuimc/imcom2018,56
conf/icuimc/imcom2019,16
conf/icvip/icvip2017,10
conf/icvip/icvip2018,8
conf/icvip/icvip2019,1
conf/icvisp/icvisp2018,29
conf/icvisp/icvisp2019,1
conf/icvns/icvns2018,8
conf/icvns/icvns2019,2
conf/icvs/icvs1999,145
conf/icvs/icvs2001,147
conf/icvs/icvs2003,242
conf/icvs/icvs2008,870
conf/icvs/icvs2009,304
conf/icvs/icvs2011,127
conf/icvs/icvs2013,152
conf/icvs/icvs2015,99
conf/icvs/icvs2017,52
conf/icvs/icvs2019,8
conf/icvw/icvw2008,29
conf/icwca/icwca2012,39
conf/icwe/dui2014,14
conf/icwe/icwe2003,246
conf/icwe/icwe2004,312
conf/icwe/icwe2005,240
conf/icwe/icwe2006,382
conf/icwe/icwe2006w,69
conf/icwe/icwe2007,286
conf/icwe/icwe2009,214
conf/icwe/icwe2010,197
conf/icwe/icwe2010w,253
conf/icwe/icwe2011,181
conf/icwe/icwe2011w,88
conf/icwe/icwe2012,189
conf/icwe/icwe2012w,74
conf/icwe/icwe2013,165
conf/icwe/icwe2013w,71
conf/icwe/icwe2014,164
conf/icwe/icwe2015,169
conf/icwe/icwe2015w,17
conf/icwe/icwe2016,174
conf/icwe/icwe2016w,30
conf/icwe/icwe2017,68
conf/icwe/icwe2017w,33
conf/icwe/icwe2018,53
conf/icwe/icwe2018w,15
conf/icwe/icwe2019,22
conf/icwe/icwe2020,7
conf/icwe/rmc2015,28
conf/icwet/icwet2010,200
conf/icwet/icwet2011,441
conf/icwl/icwl2002,85
conf/icwl/icwl2003,87
conf/icwl/icwl2004,125
conf/icwl/icwl2005,121
conf/icwl/icwl2006,107
conf/icwl/icwl2007,188
conf/icwl/icwl2008,105
conf/icwl/icwl2009,136
conf/icwl/icwl2010,122
conf/icwl/icwl2010w,45
conf/icwl/icwl2011,114
conf/icwl/icwl2012,107
conf/icwl/icwl2012w,28
conf/icwl/icwl2013,85
conf/icwl/icwl2013w,6
conf/icwl/icwl2014,58
conf/icwl/icwl2014w,51
conf/icwl/icwl2015,69
conf/icwl/icwl2015w,17
conf/icwl/icwl2016,31
conf/icwl/icwl2017,18
conf/icwl/icwl2018,10
conf/icwl/icwl2019,8
conf/icwl/sete2016,50
conf/icwl/sete2017,42
conf/icwl/sete2018,35
conf/icws/icwse2003,79
conf/icws2/icws2018,16
conf/icws2/icws2019,4
conf/icycsee/icpcsee2017-1,14
conf/icycsee/icpcsee2017-2,10
conf/icycsee/icpcsee2018-1,7
conf/icycsee/icpcsee2018-2,12
conf/icycsee/icpcsee2019-1,8
conf/icycsee/icpcsee2019-2,2
conf/icycsee/icycsee2015,44
conf/icycsee/icycsee2016-1,56
conf/icycsee/icycsee2016-2,14
conf/ida/ida2001,338
conf/ida/ida2003,287
conf/ida/ida2005,274
conf/ida/ida2007,181
conf/ida/ida2009,250
conf/ida/ida2009ida,267
conf/ida/ida2010,101
conf/ida/ida2011,79
conf/ida/ida2012,78
conf/ida/ida2013,129
conf/ida/ida2014,63
conf/ida/ida2015,83
conf/ida/ida2016,64
conf/ida/ida2017,26
conf/ida/ida2018,22
conf/ida/ida2020,4
conf/ida/ida99,234
conf/idc/idc2007,37
conf/idc/idc2008,41
conf/idc/idc2009,51
conf/idc/idc2010,66
conf/idc/idc2011,103
conf/idc/idc2012,89
conf/idc/idc2013,104
conf/idc/idc2014,69
conf/idc/idc2015,43
conf/idc/idc2016,39
conf/idc/idc2017,25
conf/idc/idc2018,13
conf/idc/idc2019,14
conf/idcs/idcs2012,52
conf/idcs/idcs2013,34
conf/idcs/idcs2014,127
conf/idcs/idcs2015,41
conf/idcs/idcs2016,25
conf/idcs/idcs2017,7
conf/idcs/idcs2018,13
conf/idcs/idcs2019,9
conf/ideal/ideal2000,190
conf/ideal/ideal2002,229
conf/ideal/ideal2003,356
conf/ideal/ideal2004,349
conf/ideal/ideal2005,167
conf/ideal/ideal2006,408
conf/ideal/ideal2007,384
conf/ideal/ideal2008,186
conf/ideal/ideal2009,196
conf/ideal/ideal2010,98
conf/ideal/ideal2011,112
conf/ideal/ideal2012,118
conf/ideal/ideal2013,218
conf/ideal/ideal2014,114
conf/ideal/ideal2015,110
conf/ideal/ideal2016,34
conf/ideal/ideal2017,53
conf/ideal/ideal2018-1,41
conf/ideal/ideal2018-2,39
conf/ideal/ideal2019-1,12
conf/ideal/ideal2019-2,11
conf/ideas/ideas2008,102
conf/ideas/ideas2009,151
conf/ideas/ideas2010,72
conf/ideas/ideas2011,123
conf/ideas/ideas2012,69
conf/ideas/ideas2013,136
conf/ideas/ideas2014,191
conf/ideas/ideas2015,59
conf/ideas/ideas2016,103
conf/ideas/ideas2017,41
conf/ideas/ideas2018,55
conf/ideas/ideas2019,23
conf/idl/idl94,39
conf/idman/idman2007,31
conf/idman/idman2010,24
conf/idman/idman2013,82
conf/idms/idms1996,71
conf/idms/idms2000,69
conf/idms/idms2001,64
conf/idms/idms2002,70
conf/idms/idms99,38
conf/ids/ids92,54
conf/ids/ids94,18
conf/idtrust/idtrust2008,59
conf/idtrust/idtrust2009,57
conf/idtrust/idtrust2010,52
conf/ie/ie2008,22
conf/ie/ie2012,134
conf/ie/ie2013,174
conf/ie/ie2014,174
conf/ies2/ies2015,66
conf/ies2/ies2016,43
conf/ies2/ies2019,4
conf/iesa/iesa2006,99
conf/iesa/iesa2007,271
conf/iesa/iesa2008,128
conf/iesa/iesa2010,108
conf/iesa/iesa2012,43
conf/iess/iess2005,35
conf/iess/iess2007,85
conf/iess/iess2009,63
conf/iess/iess2013,59
conf/ifgis/ifgis2007,43
conf/ifgis/ifgis2009,28
conf/ifgis/ifgis2011,23
conf/ifgis/ifgis2013,15
conf/ifgis/ifgis2015,8
conf/ifgis/ifgis2017,8
conf/ifip/ape86,170
conf/ifip/eai2n2010,37
conf/ifip/ecs2008,25
conf/ifip/ecs2010,34
conf/ifip/ehealth2010,68
conf/ifip/ifip2004bis,356
conf/ifip/ifip2004tu,16
conf/ifip/ifip2004wad,60
